Epoch 0000, AveLoss: nan, BestValMRR 0.5055, BestTestMRR: 0.4917, test_hit@1: 0.4472, test_hit@3: 0.5121, test_hit@10: 0.5741, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0011, AveLoss: nan, BestValMRR 0.6302, BestTestMRR: 0.6216, test_hit@1: 0.5692, test_hit@3: 0.6486, test_hit@10: 0.7180, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0012, AveLoss: nan, BestValMRR 0.6309, BestTestMRR: 0.6196, test_hit@1: 0.5667, test_hit@3: 0.6463, test_hit@10: 0.7191, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0013, AveLoss: nan, BestValMRR 0.6343, BestTestMRR: 0.6241, test_hit@1: 0.5703, test_hit@3: 0.6528, test_hit@10: 0.7239, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0014, AveLoss: 1.7034, BestValMRR 0.6374, BestTestMRR: 0.6282, test_hit@1: 0.5746, test_hit@3: 0.6549, test_hit@10: 0.7270, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0015, AveLoss: nan, BestValMRR 0.6374, BestTestMRR: 0.6282, test_hit@1: 0.5746, test_hit@3: 0.6549, test_hit@10: 0.7270, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0016, AveLoss: nan, BestValMRR 0.6374, BestTestMRR: 0.6282, test_hit@1: 0.5746, test_hit@3: 0.6549, test_hit@10: 0.7270, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0017, AveLoss: nan, BestValMRR 0.6432, BestTestMRR: 0.6232, test_hit@1: 0.5677, test_hit@3: 0.6526, test_hit@10: 0.7242, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0018, AveLoss: nan, BestValMRR 0.6432, BestTestMRR: 0.6232, test_hit@1: 0.5677, test_hit@3: 0.6526, test_hit@10: 0.7242, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0019, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0020, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0021, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0022, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0023, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0024, AveLoss: nan, BestValMRR 0.6460, BestTestMRR: 0.6299, test_hit@1: 0.5762, test_hit@3: 0.6567, test_hit@10: 0.7310, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0025, AveLoss: nan, BestValMRR 0.6465, BestTestMRR: 0.6351, test_hit@1: 0.5814, test_hit@3: 0.6625, test_hit@10: 0.7329, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0026, AveLoss: nan, BestValMRR 0.6465, BestTestMRR: 0.6351, test_hit@1: 0.5814, test_hit@3: 0.6625, test_hit@10: 0.7329, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0027, AveLoss: nan, BestValMRR 0.6495, BestTestMRR: 0.6362, test_hit@1: 0.5822, test_hit@3: 0.6636, test_hit@10: 0.7365, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0028, AveLoss: nan, BestValMRR 0.6495, BestTestMRR: 0.6362, test_hit@1: 0.5822, test_hit@3: 0.6636, test_hit@10: 0.7365, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0029, AveLoss: nan, BestValMRR 0.6503, BestTestMRR: 0.6421, test_hit@1: 0.5894, test_hit@3: 0.6688, test_hit@10: 0.7386, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0030, AveLoss: nan, BestValMRR 0.6503, BestTestMRR: 0.6421, test_hit@1: 0.5894, test_hit@3: 0.6688, test_hit@10: 0.7386, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0031, AveLoss: nan, BestValMRR 0.6503, BestTestMRR: 0.6421, test_hit@1: 0.5894, test_hit@3: 0.6688, test_hit@10: 0.7386, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0032, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6450, test_hit@1: 0.5914, test_hit@3: 0.6736, test_hit@10: 0.7437, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0033, AveLoss: nan, BestValMRR 0.6518, BestTestMRR: 0.6462, test_hit@1: 0.5930, test_hit@3: 0.6734, test_hit@10: 0.7441, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0034, AveLoss: nan, BestValMRR 0.6518, BestTestMRR: 0.6462, test_hit@1: 0.5930, test_hit@3: 0.6734, test_hit@10: 0.7441, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0035, AveLoss: nan, BestValMRR 0.6580, BestTestMRR: 0.6450, test_hit@1: 0.5920, test_hit@3: 0.6711, test_hit@10: 0.7423, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0036, AveLoss: nan, BestValMRR 0.6602, BestTestMRR: 0.6442, test_hit@1: 0.5914, test_hit@3: 0.6701, test_hit@10: 0.7422, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0037, AveLoss: nan, BestValMRR 0.6602, BestTestMRR: 0.6442, test_hit@1: 0.5914, test_hit@3: 0.6701, test_hit@10: 0.7422, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0038, AveLoss: nan, BestValMRR 0.6602, BestTestMRR: 0.6442, test_hit@1: 0.5914, test_hit@3: 0.6701, test_hit@10: 0.7422, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0039, AveLoss: nan, BestValMRR 0.6602, BestTestMRR: 0.6442, test_hit@1: 0.5914, test_hit@3: 0.6701, test_hit@10: 0.7422, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0040, AveLoss: nan, BestValMRR 0.6602, BestTestMRR: 0.6442, test_hit@1: 0.5914, test_hit@3: 0.6701, test_hit@10: 0.7422, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0041, AveLoss: nan, BestValMRR 0.6603, BestTestMRR: 0.6566, test_hit@1: 0.6044, test_hit@3: 0.6840, test_hit@10: 0.7517, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0042, AveLoss: nan, BestValMRR 0.6603, BestTestMRR: 0.6566, test_hit@1: 0.6044, test_hit@3: 0.6840, test_hit@10: 0.7517, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0043, AveLoss: nan, BestValMRR 0.6629, BestTestMRR: 0.6542, test_hit@1: 0.6030, test_hit@3: 0.6805, test_hit@10: 0.7479, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0044, AveLoss: nan, BestValMRR 0.6635, BestTestMRR: 0.6555, test_hit@1: 0.6038, test_hit@3: 0.6823, test_hit@10: 0.7509, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0045, AveLoss: nan, BestValMRR 0.6635, BestTestMRR: 0.6555, test_hit@1: 0.6038, test_hit@3: 0.6823, test_hit@10: 0.7509, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0046, AveLoss: nan, BestValMRR 0.6635, BestTestMRR: 0.6555, test_hit@1: 0.6038, test_hit@3: 0.6823, test_hit@10: 0.7509, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0047, AveLoss: nan, BestValMRR 0.6635, BestTestMRR: 0.6555, test_hit@1: 0.6038, test_hit@3: 0.6823, test_hit@10: 0.7509, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0048, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0049, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0050, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0051, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0052, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0053, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0054, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0055, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0056, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0057, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0058, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0059, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0060, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0061, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0062, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0063, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0064, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0065, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0066, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0067, AveLoss: nan, BestValMRR 0.6648, BestTestMRR: 0.6529, test_hit@1: 0.6012, test_hit@3: 0.6780, test_hit@10: 0.7503, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
