Epoch 0000, AveLoss: nan, BestValMRR 0.5084, BestTestMRR: 0.4957, test_hit@1: 0.4513, test_hit@3: 0.5159, test_hit@10: 0.5801, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0016, AveLoss: nan, BestValMRR 0.6379, BestTestMRR: 0.6261, test_hit@1: 0.5741, test_hit@3: 0.6500, test_hit@10: 0.7241, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0017, AveLoss: nan, BestValMRR 0.6440, BestTestMRR: 0.6242, test_hit@1: 0.5670, test_hit@3: 0.6550, test_hit@10: 0.7285, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0018, AveLoss: nan, BestValMRR 0.6440, BestTestMRR: 0.6242, test_hit@1: 0.5670, test_hit@3: 0.6550, test_hit@10: 0.7285, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0019, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0020, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0021, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0022, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0023, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0024, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0025, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0026, AveLoss: nan, BestValMRR 0.6467, BestTestMRR: 0.6288, test_hit@1: 0.5746, test_hit@3: 0.6559, test_hit@10: 0.7306, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0027, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0028, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0029, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0030, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0031, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0032, AveLoss: nan, BestValMRR 0.6513, BestTestMRR: 0.6363, test_hit@1: 0.5824, test_hit@3: 0.6648, test_hit@10: 0.7382, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0033, AveLoss: nan, BestValMRR 0.6520, BestTestMRR: 0.6457, test_hit@1: 0.5925, test_hit@3: 0.6727, test_hit@10: 0.7443, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0034, AveLoss: nan, BestValMRR 0.6520, BestTestMRR: 0.6457, test_hit@1: 0.5925, test_hit@3: 0.6727, test_hit@10: 0.7443, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0035, AveLoss: nan, BestValMRR 0.6554, BestTestMRR: 0.6442, test_hit@1: 0.5923, test_hit@3: 0.6705, test_hit@10: 0.7418, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0036, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0037, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0038, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0039, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0040, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0041, AveLoss: nan, BestValMRR 0.6586, BestTestMRR: 0.6425, test_hit@1: 0.5904, test_hit@3: 0.6677, test_hit@10: 0.7420, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0042, AveLoss: nan, BestValMRR 0.6594, BestTestMRR: 0.6530, test_hit@1: 0.6012, test_hit@3: 0.6789, test_hit@10: 0.7509, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0043, AveLoss: nan, BestValMRR 0.6618, BestTestMRR: 0.6513, test_hit@1: 0.5995, test_hit@3: 0.6779, test_hit@10: 0.7470, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0044, AveLoss: nan, BestValMRR 0.6618, BestTestMRR: 0.6513, test_hit@1: 0.5995, test_hit@3: 0.6779, test_hit@10: 0.7470, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0045, AveLoss: nan, BestValMRR 0.6618, BestTestMRR: 0.6513, test_hit@1: 0.5995, test_hit@3: 0.6779, test_hit@10: 0.7470, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0046, AveLoss: nan, BestValMRR 0.6618, BestTestMRR: 0.6513, test_hit@1: 0.5995, test_hit@3: 0.6779, test_hit@10: 0.7470, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0047, AveLoss: nan, BestValMRR 0.6618, BestTestMRR: 0.6513, test_hit@1: 0.5995, test_hit@3: 0.6779, test_hit@10: 0.7470, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0048, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0049, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0050, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0051, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0052, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0053, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0054, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0055, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0056, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0057, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0058, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0059, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0060, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0061, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0062, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0063, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0064, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0065, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0066, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
Epoch 0067, AveLoss: nan, BestValMRR 0.6631, BestTestMRR: 0.6513, test_hit@1: 0.5998, test_hit@3: 0.6764, test_hit@10: 0.7477, Model: diffusion_mstep200_t3_lr0.001_wd1e-05_m0_r0_e0, Dataset: ICEWS14
